Language;Product code sec;Promo text
"uk";"45435";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45436";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45437";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45438";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45439";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45440";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45441";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45442";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45443";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45444";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45445";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45446";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45447";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45448";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45449";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45450";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45451";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45452";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45453";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45454";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45455";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45456";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45457";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45458";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45459";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45460";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45461";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45462";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45463";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45464";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45465";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45466";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45467";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45468";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45469";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45470";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45471";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45472";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45473";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45474";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45475";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45476";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45477";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45478";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45479";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45480";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45481";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45482";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45483";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45484";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45485";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45486";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45487";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45488";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45489";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45490";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45491";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45492";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45493";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45494";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45495";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45496";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45497";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45498";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45499";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45500";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45501";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45502";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45503";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45504";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45505";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45506";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45507";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45508";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45509";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45510";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45511";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45512";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45513";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45514";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45515";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45516";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45517";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45518";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45519";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45520";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45521";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45522";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45523";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45524";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45525";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45526";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45527";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45528";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45529";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45530";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45531";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45532";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45533";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45534";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45535";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45536";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45537";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45538";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45539";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45540";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45541";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45542";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45543";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45544";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45545";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45546";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45547";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45548";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45549";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45550";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45551";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45552";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
